number_share,gain,time_spend,memory
no unit,euros,seconds,%
22,119.523238,0.27729320526123047,56.0
22,127.397569,0.30025601387023926,56.0
23,135.37609899999998,0.29265618324279785,56.0
24,143.279443,0.29122090339660645,56.0
25,151.16798699999998,0.28028202056884766,56.0
25,159.126474,0.29312825202941895,56.0
27,167.015018,0.25809717178344727,56.0
28,174.86407499999999,0.25342464447021484,56.0
28,182.727771,0.27304935455322266,56.0
29,190.630313,0.26628732681274414,56.0
